"","city","result","reason","法條數","法源數","縣市","戶籍登記人口數","男性人口","女性人口","勞動力參與率","失業率","刑案發生數","竊盜案發生數","暴力犯罪發生數","查獲經濟案件件數","家庭收支.平均戶內人口數","家庭收支.平均每戶就業人數","家庭收支.平均每戶全年經常性收入","家庭收支.平均每戶可支配所得","死亡","受傷","案件數","是否為六都","區域"
"1","宜蘭","有罪","過失傷害",17,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"2","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"3","宜蘭","駁回","過失傷害",11,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"4","宜蘭","未知","公共危險",3,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"5","宜蘭","無罪","公共危險",4,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"6","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"7","宜蘭","有罪","過失傷害",8,5," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"8","宜蘭","有罪","公共危險",7,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"9","宜蘭","有罪","公共危險等",6,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"10","宜蘭","有罪","過失傷害",8,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"11","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"12","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"13","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"14","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"15","宜蘭","不受理","過失傷害",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"16","宜蘭","未知","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"17","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"18","宜蘭","無罪","其他",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"19","宜蘭","有罪","過失致死",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"20","宜蘭","有罪","過失致死",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"21","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"22","宜蘭","有罪","過失致死",8,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"23","宜蘭","有罪","公共危險",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"24","宜蘭","有罪","其他",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"25","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"26","宜蘭","有罪","過失傷害",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"27","宜蘭","有罪","過失傷害",11,5," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"28","宜蘭","有罪","其他",11,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"29","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"30","宜蘭","有罪","其他",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"31","宜蘭","駁回","公共危險",9,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"32","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"33","宜蘭","不受理","其他",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"34","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"35","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"36","宜蘭","不受理","過失傷害",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"37","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"38","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"39","宜蘭","有罪","過失傷害",8,5," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"40","宜蘭","不受理","其他",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"41","宜蘭","有罪","過失傷害",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"42","宜蘭","有罪","過失傷害",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"43","宜蘭","有罪","公共危險",4,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"44","宜蘭","有罪","其他",9,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"45","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"46","宜蘭","有罪","過失傷害",12,5," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"47","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"48","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"49","宜蘭","有罪","公共危險",9,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"50","宜蘭","有罪","過失致死",7,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"51","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"52","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"53","宜蘭","有罪","公共危險",4,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"54","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"55","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"56","宜蘭","有罪","業務過失傷害",9,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"57","宜蘭","有罪","公共危險",3,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"58","宜蘭","未知","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"59","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"60","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"61","宜蘭","有罪","公共危險",3,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"62","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"63","宜蘭","有罪","公共危險",4,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"64","宜蘭","有罪","公共危險",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"65","宜蘭","有罪","其他",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"66","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"67","宜蘭","無罪","過失傷害",3,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"68","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"69","宜蘭","有罪","其他",1,1," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"70","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"71","宜蘭","有罪","公共危險",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"72","宜蘭","不受理","其他",4,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"73","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"74","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"75","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"76","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"77","宜蘭","有罪","過失傷害",8,5," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"78","宜蘭","有罪","公共危險",4,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"79","宜蘭","有罪","過失致死",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"80","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"81","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"82","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"83","宜蘭","有罪","過失傷害",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"84","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"85","宜蘭","有罪","公共危險",4,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"86","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"87","宜蘭","有罪","公共危險",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"88","宜蘭","不受理","過失傷害",6,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"89","宜蘭","有罪","過失傷害",8,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"90","宜蘭","有罪","公共危險",4,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"91","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"92","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"93","宜蘭","不受理","業務過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"94","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"95","宜蘭","不受理","過失傷害",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"96","宜蘭","不受理","公共危險等",5,2," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"97","宜蘭","有罪","過失傷害",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"98","宜蘭","不受理","過失傷害",7,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"99","宜蘭","有罪","過失傷害",7,4," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"100","宜蘭","有罪","公共危險",5,3," 宜蘭縣",458456,233000,225456,58,4.3,5759,1322,67,90,3.05,1.26,1007390,813875,53,7899,5871,"否","東部"
"101","屏東","有罪","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"102","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"103","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"104","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"105","屏東","有罪","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"106","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"107","屏東","有罪","公共危險",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"108","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"109","屏東","有罪","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"110","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"111","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"112","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"113","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"114","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"115","屏東","有罪","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"116","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"117","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"118","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"119","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"120","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"121","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"122","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"123","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"124","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"125","屏東","有罪","公共危險",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"126","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"127","屏東","有罪","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"128","屏東","有罪","公共危險等",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"129","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"130","屏東","有罪","公共危險",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"131","屏東","有罪","公共危險等",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"132","屏東","有罪","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"133","屏東","有罪","公共危險",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"134","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"135","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"136","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"137","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"138","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"139","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"140","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"141","屏東","未知","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"142","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"143","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"144","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"145","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"146","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"147","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"148","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"149","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"150","屏東","有罪","過失傷害",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"151","屏東","有罪","公共危險等",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"152","屏東","有罪","其他",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"153","屏東","有罪","過失致死",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"154","屏東","有罪","過失傷害",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"155","屏東","未知","其他",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"156","屏東","有罪","公共危險等",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"157","屏東","有罪","過失傷害",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"158","屏東","有罪","過失傷害",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"159","屏東","有罪","過失傷害",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"160","屏東","有罪","過失致死",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"161","屏東","有罪","過失致死",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"162","屏東","有罪","公共危險等",2,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
"163","屏東","有罪","公共危險",1,1," 屏東縣",852286,437086,415200,57.5,4.1,9993,2509,59,157,3.11,1.5,889706,722101,121,17051,12226,"否","南部"
